"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Column1","Column3","Column4","Column5","Column6","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1.0","0.0","1.0","1.0","HUMAN|HGNC=391|UniProtKB=P31749","RAC-alpha serine_threonine-protein kinase;AKT1;PTN002519490;orthologs","RAC-ALPHA SERINE_THREONINE-PROTEIN KINASE (PTHR24356:SF171)","non-receptor serine/threonine protein kinase(PC00167)","Homo sapiens","2","1","false","AKT1","2.0","0","2","0","1.0","false","0","AKT1","0","1.0"
"1.0","0.0","1.0","1.0","HUMAN|HGNC=392|UniProtKB=P31751","RAC-beta serine_threonine-protein kinase;AKT2;PTN002519489;orthologs","RAC-BETA SERINE_THREONINE-PROTEIN KINASE (PTHR24356:SF176)","non-receptor serine/threonine protein kinase(PC00167)","Homo sapiens","2","1","false","AKT2","2.0","0","2","0","1.0","false","0","AKT2","0","1.0"
"1.0","0.0","1.0","1.0","HUMAN|HGNC=393|UniProtKB=Q9Y243","RAC-gamma serine_threonine-protein kinase;AKT3;PTN002519488;orthologs","RAC-GAMMA SERINE_THREONINE-PROTEIN KINASE (PTHR24356:SF190)","non-receptor serine/threonine protein kinase(PC00167)","Homo sapiens","2","1","false","AKT3","2.0","0","2","0","1.0","false","0","AKT3","0","1.0"
"1.5","0.0","0.6666666666666666","0.0","HUMAN|HGNC=990|UniProtKB=P10415","Apoptosis regulator Bcl-2;BCL2;PTN002477646;orthologs","APOPTOSIS REGULATOR BCL-2 (PTHR11256:SF11)",,"Homo sapiens","1","2","false","BCL2","2.0","0","1","0","0.75","false","0","BCL2","0","0.0"
"1.0","1.0","1.0","0.0","HUMAN|HGNC=992|UniProtKB=Q07817","Bcl-2-like protein 1;BCL2L1;PTN002477650;orthologs","BCL-2-LIKE PROTEIN 1 (PTHR11256:SF12)",,"Homo sapiens","2","1","false","BCL2L1","1.0","0","2","0","1.0","false","0","BCL2L1","2","0.0"
"1.5","0.0","0.6666666666666666","0.0","HUMAN|HGNC=6943|UniProtKB=Q07820","Induced myeloid leukemia cell differentiation protein Mcl-1;MCL1;PTN002477645;orthologs","INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION PROTEIN MCL-1 (PTHR11256:SF46)",,"Homo sapiens","1","2","false","MCL1","2.0","0","1","0","0.75","false","0","MCL1","0","0.0"
"4.3076923076923075","0.04543828264758498","0.23214285714285715","0.5","HUMAN|HGNC=1582|UniProtKB=P24385","G1_S-specific cyclin-D1;CCND1;PTN002468715;orthologs","G1_S-SPECIFIC CYCLIN-D1 (PTHR10177:SF67)","kinase activator(PC00138)","Homo sapiens","4","6","false","CCND1","3.25","0","4","0","0.9173076923076924","false","0","CCND1","2400","0.5"
"5.2846153846153845","0.0","0.18922852983988356","1.0","HUMAN|HGNC=1585|UniProtKB=P30281","G1_S-specific cyclin-D3;CCND3;PTN002468714;orthologs","G1_S-SPECIFIC CYCLIN-D3 (PTHR10177:SF65)","kinase activator(PC00138)","Homo sapiens","3","7","false","CCND3","3.3333333333333335","0","3","0","0.8928846153846154","false","0","CCND3","0","0.8333333333333334"
"5.2846153846153845","0.0","0.18922852983988356","1.0","HUMAN|HGNC=1583|UniProtKB=P30279","G1_S-specific cyclin-D2;CCND2;PTN002468716;orthologs","G1_S-SPECIFIC CYCLIN-D2 (PTHR10177:SF66)","kinase activator(PC00138)","Homo sapiens","3","7","false","CCND2","3.3333333333333335","0","3","0","0.8928846153846154","false","0","CCND2","0","0.8333333333333334"
"3.3615384615384616","0.07501490757304712","0.2974828375286041","0.16666666666666666","HUMAN|HGNC=2348|UniProtKB=Q92793","CREB-binding protein;CREBBP;PTN002492802;orthologs","CREB-BINDING PROTEIN (PTHR13808:SF34)","histone modifying enzyme(PC00261)","Homo sapiens","4","5","false","CREBBP","6.25","0","4","0","0.9409615384615385","false","0","CREBBP","3988","0.3194444444444444"
