#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACVR1	ACVR2A	9606.ENSP00000405004	9606.ENSP00000241416	0	0.457	0.900	0	0.943
ACVR1	ACVR1C	9606.ENSP00000405004	9606.ENSP00000243349	0	0	0.900	0	0.900
ACVR1	AMHR2	9606.ENSP00000405004	9606.ENSP00000257863	0	0	0.800	0	0.800
ACVR1	RGMB	9606.ENSP00000405004	9606.ENSP00000308219	0	0.292	0.900	0	0.926
ACVR1	HJV	9606.ENSP00000405004	9606.ENSP00000337014	0	0	0.900	0	0.900
ACVR1	ACVR2B	9606.ENSP00000405004	9606.ENSP00000340361	0	0.312	0.800	0	0.856
ACVR1	NEO1	9606.ENSP00000405004	9606.ENSP00000341198	0	0	0.900	0	0.900
ACVR1	BMPR1A	9606.ENSP00000405004	9606.ENSP00000361107	0	0.520	0.900	0	0.949
ACVR1	BMPR2	9606.ENSP00000405004	9606.ENSP00000363708	0	0.654	0.900	0	0.963
ACVR1	BMPR1B	9606.ENSP00000405004	9606.ENSP00000401907	0	0	0.900	0	0.900
ACVR1	RGMA	9606.ENSP00000405004	9606.ENSP00000452126	0	0	0.900	0	0.900
ACVR1	ACVR1B	9606.ENSP00000405004	9606.ENSP00000442656	0	0.520	0.720	0	0.859
ACVR1B	ACVR2A	9606.ENSP00000442656	9606.ENSP00000241416	0	0.457	0.540	0	0.739
ACVR1B	INHBA	9606.ENSP00000442656	9606.ENSP00000242208	0	0.943	0.500	0	0.970
ACVR1B	ACVR1C	9606.ENSP00000442656	9606.ENSP00000243349	0	0.165	0.720	0	0.756
ACVR1B	ACVR2B	9606.ENSP00000442656	9606.ENSP00000340361	0	0.886	0.540	0	0.945
ACVR1C	ACVR2A	9606.ENSP00000243349	9606.ENSP00000241416	0	0	0.900	0	0.900
ACVR1C	ACVR2B	9606.ENSP00000243349	9606.ENSP00000340361	0	0	0.900	0	0.900
ACVR2A	INHBB	9606.ENSP00000241416	9606.ENSP00000295228	0	0.538	0.500	0	0.759
ACVR2A	BMPR1B	9606.ENSP00000241416	9606.ENSP00000401907	0	0	0.900	0	0.900
ACVR2A	TGFBR1	9606.ENSP00000241416	9606.ENSP00000447297	0	0	0.800	0	0.800
ACVR2A	BMPR2	9606.ENSP00000241416	9606.ENSP00000363708	0	0.292	0.900	0	0.926
ACVR2A	BMP2	9606.ENSP00000241416	9606.ENSP00000368104	0	0.952	0.500	0	0.974
ACVR2A	INHBA	9606.ENSP00000241416	9606.ENSP00000242208	0	0.943	0.500	0	0.970
ACVR2A	BMPR1A	9606.ENSP00000241416	9606.ENSP00000361107	0	0.852	0.900	0	0.984
ACVR2A	ACVR2B	9606.ENSP00000241416	9606.ENSP00000340361	0	0.184	0.900	0	0.914
ACVR2A	BMP7	9606.ENSP00000241416	9606.ENSP00000379204	0	0.943	0	0	0.943
ACVR2B	INHBA	9606.ENSP00000340361	9606.ENSP00000242208	0	0.952	0.500	0	0.974
ACVR2B	INHBB	9606.ENSP00000340361	9606.ENSP00000295228	0	0.570	0.500	0	0.775
ACVR2B	BMPR1B	9606.ENSP00000340361	9606.ENSP00000401907	0	0	0.800	0	0.800
ACVR2B	BMPR1A	9606.ENSP00000340361	9606.ENSP00000361107	0	0.825	0.800	0	0.963
ACVR2B	BMP2	9606.ENSP00000340361	9606.ENSP00000368104	0	0.926	0.500	0	0.961
ACVR2B	TGFBR1	9606.ENSP00000340361	9606.ENSP00000447297	0	0.825	0.800	0	0.963
AMH	AMHR2	9606.ENSP00000221496	9606.ENSP00000257863	0	0.900	0.700	0	0.968
AMHR2	BMPR1A	9606.ENSP00000257863	9606.ENSP00000361107	0	0.103	0.800	0	0.812
AMHR2	BMPR2	9606.ENSP00000257863	9606.ENSP00000363708	0	0	0.900	0	0.900
BAMBI	SMAD7	9606.ENSP00000364683	9606.ENSP00000262158	0	0.292	0.800	0	0.852
BMP2	BMP4	9606.ENSP00000368104	9606.ENSP00000245451	0	0	0.900	0	0.900
BMP2	BMP6	9606.ENSP00000368104	9606.ENSP00000283147	0	0	0.900	0	0.900
BMP2	RGMB	9606.ENSP00000368104	9606.ENSP00000308219	0	0.964	0	0	0.964
BMP2	NOG	9606.ENSP00000368104	9606.ENSP00000328181	0	0.937	0.500	0	0.967
BMP2	HJV	9606.ENSP00000368104	9606.ENSP00000337014	0	0.960	0.720	0	0.988
BMP2	BMPR1A	9606.ENSP00000368104	9606.ENSP00000361107	0	0.976	0.500	0	0.987
BMP2	BMPR2	9606.ENSP00000368104	9606.ENSP00000363708	0	0.549	0.500	0	0.764
BMP2	RGMA	9606.ENSP00000368104	9606.ENSP00000452126	0	0.946	0	0	0.946
BMP2	BMPR1B	9606.ENSP00000368104	9606.ENSP00000401907	0	0.700	0.500	0	0.843
BMP4	BMP6	9606.ENSP00000245451	9606.ENSP00000283147	0	0	0.900	0	0.900
BMP4	NOG	9606.ENSP00000245451	9606.ENSP00000328181	0	0	0.900	0	0.900
BMP4	BMPR1A	9606.ENSP00000245451	9606.ENSP00000361107	0	0.708	0	0	0.708
BMP7	GDF7	9606.ENSP00000379204	9606.ENSP00000272224	0	0	0.800	0	0.800
BMP7	NOG	9606.ENSP00000379204	9606.ENSP00000328181	0	0.946	0	0	0.946
BMP8A	BMP8B	9606.ENSP00000327440	9606.ENSP00000361915	0	0	0.900	0	0.900
BMPR1A	SMAD7	9606.ENSP00000361107	9606.ENSP00000262158	0	0.457	0.500	0	0.716
BMPR1A	RGMB	9606.ENSP00000361107	9606.ENSP00000308219	0	0.292	0.900	0	0.926
BMPR1A	HJV	9606.ENSP00000361107	9606.ENSP00000337014	0	0	0.900	0	0.900
BMPR1A	NEO1	9606.ENSP00000361107	9606.ENSP00000341198	0	0	0.900	0	0.900
BMPR1A	RGMA	9606.ENSP00000361107	9606.ENSP00000452126	0	0	0.900	0	0.900
BMPR1A	GDF5	9606.ENSP00000361107	9606.ENSP00000363492	0	0.741	0	0	0.741
BMPR1A	BMPR1B	9606.ENSP00000361107	9606.ENSP00000401907	0	0.292	0.900	0	0.926
BMPR1A	BMPR2	9606.ENSP00000361107	9606.ENSP00000363708	0	0.457	0.900	0	0.943
BMPR1B	SMAD6	9606.ENSP00000401907	9606.ENSP00000288840	0	0.457	0.500	0	0.716
BMPR1B	RGMB	9606.ENSP00000401907	9606.ENSP00000308219	0	0.292	0.900	0	0.926
BMPR1B	HJV	9606.ENSP00000401907	9606.ENSP00000337014	0	0	0.900	0	0.900
BMPR1B	NEO1	9606.ENSP00000401907	9606.ENSP00000341198	0	0	0.900	0	0.900
BMPR1B	GDF5	9606.ENSP00000401907	9606.ENSP00000363492	0	0.740	0	0	0.740
BMPR1B	BMPR2	9606.ENSP00000401907	9606.ENSP00000363708	0	0.457	0.900	0	0.943
BMPR1B	RGMA	9606.ENSP00000401907	9606.ENSP00000452126	0	0	0.900	0	0.900
BMPR2	INHBB	9606.ENSP00000363708	9606.ENSP00000295228	0	0.926	0	0	0.926
CREBBP	SP1	9606.ENSP00000262367	9606.ENSP00000329357	0	0.457	0.800	0	0.886
CREBBP	EP300	9606.ENSP00000262367	9606.ENSP00000263253	0	0.457	0.900	0	0.943
CUL1	RBX1	9606.ENSP00000326804	9606.ENSP00000216225	0	0.977	0.900	0	0.997
CUL1	SKP1	9606.ENSP00000326804	9606.ENSP00000231487	0	0.976	0.900	0	0.997
DCN	TGFB1	9606.ENSP00000052754	9606.ENSP00000221930	0	0.457	0.500	0	0.716
E2F4	HDAC1	9606.ENSP00000368686	9606.ENSP00000362649	0	0.457	0.500	0	0.716
E2F4	RBL1	9606.ENSP00000368686	9606.ENSP00000362768	0	0.639	0.800	0	0.924
E2F4	TFDP1	9606.ENSP00000368686	9606.ENSP00000364519	0	0.960	0.800	0	0.991
E2F4	E2F5	9606.ENSP00000368686	9606.ENSP00000398124	0	0.329	0.900	0	0.930
E2F5	RBL1	9606.ENSP00000398124	9606.ENSP00000362768	0	0.931	0.800	0	0.985
E2F5	TFDP1	9606.ENSP00000398124	9606.ENSP00000364519	0	0.949	0.800	0	0.989
EP300	SMAD4	9606.ENSP00000263253	9606.ENSP00000341551	0	0.457	0.500	0	0.716
EP300	SP1	9606.ENSP00000263253	9606.ENSP00000329357	0	0.457	0.800	0	0.886
EP300	SMAD3	9606.ENSP00000263253	9606.ENSP00000332973	0	0.457	0.500	0	0.716
FST	INHBA	9606.ENSP00000256759	9606.ENSP00000242208	0	0.963	0.700	0	0.988
FST	INHBB	9606.ENSP00000256759	9606.ENSP00000295228	0	0.130	0.700	0	0.727
GDF5	RGMB	9606.ENSP00000363492	9606.ENSP00000308219	0	0.900	0	0	0.900
GDF5	HJV	9606.ENSP00000363492	9606.ENSP00000337014	0	0.900	0	0	0.900
GDF5	NEO1	9606.ENSP00000363492	9606.ENSP00000341198	0	0.800	0	0	0.800
GDF5	RGMA	9606.ENSP00000363492	9606.ENSP00000452126	0	0.900	0	0	0.900
GREM1	GREM2	9606.ENSP00000498748	9606.ENSP00000318650	0	0	0.900	0	0.900
HDAC1	SMAD2	9606.ENSP00000362649	9606.ENSP00000262160	0	0.457	0.500	0	0.716
HDAC1	NCOR1	9606.ENSP00000362649	9606.ENSP00000268712	0	0.306	0.800	0	0.855
HDAC1	TGIF1	9606.ENSP00000362649	9606.ENSP00000327959	0	0.457	0.500	0	0.716
HDAC1	SMAD3	9606.ENSP00000362649	9606.ENSP00000332973	0	0.457	0.500	0	0.716
HDAC1	SMAD4	9606.ENSP00000362649	9606.ENSP00000341551	0	0.457	0.500	0	0.716
HDAC1	RBL1	9606.ENSP00000362649	9606.ENSP00000362768	0	0.457	0.500	0	0.716
HDAC1	SIN3A	9606.ENSP00000362649	9606.ENSP00000378402	0	0.656	0.800	0	0.928
HDAC1	HDAC2	9606.ENSP00000362649	9606.ENSP00000430432	0	0.673	0.900	0	0.965
HDAC2	NCOR1	9606.ENSP00000430432	9606.ENSP00000268712	0	0.061	0.800	0	0.804
HDAC2	SIN3A	9606.ENSP00000430432	9606.ENSP00000378402	0	0.656	0.900	0	0.964
HFE	HJV	9606.ENSP00000417404	9606.ENSP00000337014	0	0	0.720	0	0.720
HFE	TFRC	9606.ENSP00000417404	9606.ENSP00000376197	0	0.952	0.720	0	0.985
HFE	TF	9606.ENSP00000417404	9606.ENSP00000385834	0	0.191	0.720	0	0.763
HFE	TFR2	9606.ENSP00000417404	9606.ENSP00000420525	0	0	0.720	0	0.720
HJV	TF	9606.ENSP00000337014	9606.ENSP00000385834	0	0	0.720	0	0.720
HJV	TFRC	9606.ENSP00000337014	9606.ENSP00000376197	0	0	0.720	0	0.720
HJV	TFR2	9606.ENSP00000337014	9606.ENSP00000420525	0	0	0.720	0	0.720
HJV	NEO1	9606.ENSP00000337014	9606.ENSP00000341198	0	0.602	0.900	0	0.958
INHBA	INHBB	9606.ENSP00000242208	9606.ENSP00000295228	0	0	0.900	0	0.900
LEFTY1	NODAL	9606.ENSP00000272134	9606.ENSP00000287139	0	0	0.700	0	0.700
LEFTY1	LEFTY2	9606.ENSP00000272134	9606.ENSP00000355785	0	0.538	0.900	0	0.951
LEFTY2	NODAL	9606.ENSP00000355785	9606.ENSP00000287139	0	0	0.700	0	0.700
LEMD3	SMAD1	9606.ENSP00000308369	9606.ENSP00000305769	0	0.967	0	0	0.967
LRRC32	TGFB1	9606.ENSP00000384126	9606.ENSP00000221930	0	0.942	0	0	0.942
LTBP1	TGFB1	9606.ENSP00000386043	9606.ENSP00000221930	0	0.691	0.700	0	0.903
LTBP1	TGFB3	9606.ENSP00000386043	9606.ENSP00000238682	0	0	0.700	0	0.700
LTBP1	TGFB2	9606.ENSP00000386043	9606.ENSP00000355896	0	0	0.700	0	0.700
MAPK1	MAPK3	9606.ENSP00000215832	9606.ENSP00000263025	0	0.633	0.900	0	0.961
MAPK3	PPP2CA	9606.ENSP00000263025	9606.ENSP00000418447	0	0.457	0.500	0	0.716
MYC	SKP1	9606.ENSP00000478887	9606.ENSP00000231487	0	0.886	0	0	0.886
NCOR1	SKI	9606.ENSP00000268712	9606.ENSP00000367797	0	0.457	0.500	0	0.716
NCOR1	SKIL	9606.ENSP00000268712	9606.ENSP00000415243	0	0.457	0.500	0	0.716
NCOR1	SIN3A	9606.ENSP00000268712	9606.ENSP00000378402	0	0.457	0.900	0	0.943
NEO1	RGMB	9606.ENSP00000341198	9606.ENSP00000308219	0	0.903	0.500	0	0.949
NRROS	TGFB1	9606.ENSP00000328625	9606.ENSP00000221930	0	0.918	0	0	0.918
PPP2CA	PPP2CB	9606.ENSP00000418447	9606.ENSP00000221138	0	0.696	0.900	0	0.968
PPP2CA	PPP2R1B	9606.ENSP00000418447	9606.ENSP00000311344	0	0.826	0.900	0	0.981
PPP2CA	PPP2R1A	9606.ENSP00000418447	9606.ENSP00000324804	0	0.981	0.900	0	0.998
PPP2CB	PPP2R1B	9606.ENSP00000221138	9606.ENSP00000311344	0	0.891	0.900	0	0.988
PPP2CB	PPP2R1A	9606.ENSP00000221138	9606.ENSP00000324804	0	0.826	0.900	0	0.981
PPP2R1A	PPP2R1B	9606.ENSP00000324804	9606.ENSP00000311344	0	0.734	0.900	0	0.972
RBL1	TFDP1	9606.ENSP00000362768	9606.ENSP00000364519	0	0.936	0.800	0	0.986
RBX1	SKP1	9606.ENSP00000216225	9606.ENSP00000231487	0	0.917	0.900	0	0.991
RGMA	RGMB	9606.ENSP00000452126	9606.ENSP00000308219	0	0	0.900	0	0.900
RHOA	SMURF1	9606.ENSP00000400175	9606.ENSP00000354621	0	0.457	0.500	0	0.716
RHOA	ROCK1	9606.ENSP00000400175	9606.ENSP00000382697	0	0.720	0.900	0	0.970
RPS6KB1	RPS6KB2	9606.ENSP00000225577	9606.ENSP00000308413	0	0	0.900	0	0.900
SKI	SMAD2	9606.ENSP00000367797	9606.ENSP00000262160	0	0.959	0.500	0	0.978
SKI	SMAD1	9606.ENSP00000367797	9606.ENSP00000305769	0	0.572	0.500	0	0.777
SKI	SMAD3	9606.ENSP00000367797	9606.ENSP00000332973	0	0.613	0.500	0	0.798
SKI	SMAD4	9606.ENSP00000367797	9606.ENSP00000341551	0	0.964	0.500	0	0.981
