"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Column1","Column3","Column4","Column5","Column6","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"3.621794871794872","0.0028402043025980736","0.2761061946902655","0.8888888888888888","HUMAN|HGNC=24011|UniProtKB=Q9NYB9","Abl interactor 2;ABI2;PTN002470883;orthologs","ABL INTERACTOR 2 (PTHR10460:SF26)","scaffold/adaptor protein(PC00226)","Homo sapiens","9","8","false","ABI2","10.11111111111111","0","9","0","0.9344551282051283","false","0","ABI2","1292","0.40444444444444444"
"4.487179487179487","0.0","0.22285714285714286","1.0","HUMAN|HGNC=4862|UniProtKB=P55160","Nck-associated protein 1-like;NCKAP1L;PTN002486151;orthologs","NCK-ASSOCIATED PROTEIN 1-LIKE (PTHR12093:SF9)",,"Homo sapiens","7","9","false","NCKAP1L","9.0","0","7","0","0.9128205128205128","false","0","NCKAP1L","0","0.9"
"3.0961538461538463","0.043563679270925186","0.32298136645962733","0.6222222222222222","HUMAN|HGNC=947|UniProtKB=Q9UQB8","Brain-specific angiogenesis inhibitor 1-associated protein 2;BAIAP2;PTN002494276;orthologs","BRAIN-SPECIFIC ANGIOGENESIS INHIBITOR 1-ASSOCIATED PROTEIN 2 (PTHR14206:SF3)","scaffold/adaptor protein(PC00226)","Homo sapiens","10","8","false","BAIAP2","14.3","0","10","0","0.9475961538461538","false","0","BAIAP2","9450","0.21666666666666667"
"3.128205128205128","0.09282932735070303","0.319672131147541","0.21052631578947367","HUMAN|HGNC=9801|UniProtKB=P63000","Ras-related C3 botulinum toxin substrate 1;RAC1;PTN002514697;orthologs","RAS-RELATED C3 BOTULINUM TOXIN SUBSTRATE 1 (PTHR24072:SF395)","small GTPase(PC00208)","Homo sapiens","20","7","false","RAC1","7.15","0","20","0","0.9467948717948718","false","0","RAC1","16852","0.1868421052631579"
"4.019230769230769","5.585163394853518E-4","0.24880382775119617","0.9642857142857143","HUMAN|HGNC=13760|UniProtKB=Q96F07","Cytoplasmic FMR1-interacting protein 2;CYFIP2;PTN002486637;orthologs","CYTOPLASMIC FMR1-INTERACTING PROTEIN 2 (PTHR12195:SF3)","scaffold/adaptor protein(PC00226)","Homo sapiens","8","9","false","CYFIP2","9.0","0","8","0","0.9245192307692308","false","0","CYFIP2","366","0.75"
"3.532051282051282","0.006959674382853107","0.2831215970961888","0.7333333333333333","HUMAN|HGNC=12732|UniProtKB=Q92558","Actin-binding protein WASF1;WASF1;PTN002490082;orthologs","ACTIN-BINDING PROTEIN WASF1 (PTHR12902:SF8)","non-motor actin binding protein(PC00165)","Homo sapiens","10","8","false","WASF1","10.3","0","10","0","0.9366987179487178","false","0","WASF1","2078","0.29428571428571426"
"3.621794871794872","0.0028402043025980736","0.2761061946902655","0.8888888888888888","HUMAN|HGNC=23057|UniProtKB=Q8WUW1","Protein BRICK1;BRK1;PTN002531151;orthologs","PROTEIN BRICK1 (PTHR33668:SF1)",,"Homo sapiens","9","8","false","BRK1","10.11111111111111","0","9","0","0.9344551282051283","false","0","BRK1","1292","0.40444444444444444"
"3.621794871794872","0.0028402043025980736","0.2761061946902655","0.8888888888888888","HUMAN|HGNC=7666|UniProtKB=Q9Y2A7","Nck-associated protein 1;NCKAP1;PTN002486153;orthologs","NCK-ASSOCIATED PROTEIN 1 (PTHR12093:SF11)",,"Homo sapiens","9","8","false","NCKAP1","10.11111111111111","0","9","0","0.9344551282051283","false","0","NCKAP1","1292","0.40444444444444444"
"3.621794871794872","0.0028402043025980736","0.2761061946902655","0.8888888888888888","HUMAN|HGNC=13759|UniProtKB=Q7L576","Cytoplasmic FMR1-interacting protein 1;CYFIP1;PTN002486636;orthologs","CYTOPLASMIC FMR1-INTERACTING PROTEIN 1 (PTHR12195:SF4)","scaffold/adaptor protein(PC00226)","Homo sapiens","9","8","false","CYFIP1","10.11111111111111","0","9","0","0.9344551282051283","false","0","CYFIP1","1292","0.40444444444444444"
"3.9166666666666665","0.0038552084337533207","0.25531914893617025","0.7777777777777778","HUMAN|HGNC=12733|UniProtKB=Q9Y6W5","Actin-binding protein WASF2;WASF2;PTN002490085;orthologs","ACTIN-BINDING PROTEIN WASF2 (PTHR12902:SF6)","non-motor actin binding protein(PC00165)","Homo sapiens","9","9","false","WASF2","9.333333333333334","0","9","0","0.9270833333333334","false","0","WASF2","1030","0.42424242424242425"
