"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Column1","Column3","Column4","Column5","Column6","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"3.2954545454545454","3.5236081747709656E-4","0.30344827586206896","0.8333333333333334","HUMAN|HGNC=61|UniProtKB=P33897","ATP-binding cassette sub-family D member 1;ABCD1;PTN002478554;orthologs","ATP-BINDING CASSETTE SUB-FAMILY D MEMBER 1 (PTHR11384:SF21)","ATP-binding cassette (ABC) transporter(PC00003)","Homo sapiens","4","5","false","ABCD1","5.75","0","4","0","0.9043560606060606","false","0","ABCD1","2","0.4791666666666667"
"2.3863636363636362","0.401338971106413","0.41904761904761906","0.12121212121212122","HUMAN|HGNC=9713|UniProtKB=P40855","Peroxisomal biogenesis factor 19;PEX19;PTN002489671;orthologs","PEROXISOMAL BIOGENESIS FACTOR 19 (PTHR12774:SF2)","membrane traffic protein(PC00150)","Homo sapiens","12","4","false","PEX19","3.3333333333333335","0","12","0","0.9422348484848485","false","0","PEX19","1916","0.1875"
"3.2954545454545454","0.0010570824524312897","0.30344827586206896","0.6666666666666666","HUMAN|HGNC=8858|UniProtKB=P56589","Peroxisomal biogenesis factor 3;PEX3;PTN002523787;orthologs","PEROXISOMAL BIOGENESIS FACTOR 3 (PTHR28080:SF1)",,"Homo sapiens","4","5","false","PEX3","5.5","0","4","0","0.9043560606060606","false","0","PEX3","4","0.4583333333333333"
"3.3181818181818183","0.0","0.3013698630136986","1.0","HUMAN|HGNC=66|UniProtKB=Q9UBJ2","ATP-binding cassette sub-family D member 2;ABCD2;PTN002478555;orthologs","ATP-BINDING CASSETTE SUB-FAMILY D MEMBER 2 (PTHR11384:SF24)","ATP-binding cassette (ABC) transporter(PC00003)","Homo sapiens","3","5","false","ABCD2","6.666666666666667","0","3","0","0.9034090909090908","false","0","ABCD2","0","0.5555555555555556"
"3.2954545454545454","3.5236081747709656E-4","0.30344827586206896","0.8333333333333334","HUMAN|HGNC=67|UniProtKB=P28288","ATP-binding cassette sub-family D member 3;ABCD3;PTN002478557;orthologs","ATP-BINDING CASSETTE SUB-FAMILY D MEMBER 3 (PTHR11384:SF62)","ATP-binding cassette (ABC) transporter(PC00003)","Homo sapiens","4","5","false","ABCD3","5.75","0","4","0","0.9043560606060606","false","0","ABCD3","2","0.4791666666666667"
"3.1136363636363638","0.004774489076814657","0.32116788321167883","0.6","HUMAN|HGNC=82|UniProtKB=P09110","3-ketoacyl-CoA thiolase, peroxisomal;ACAA1;PTN002536639;orthologs","3-KETOACYL-COA THIOLASE, PEROXISOMAL (PTHR43853:SF8)","acetyltransferase(PC00038)","Homo sapiens","5","5","false","ACAA1","4.8","0","5","0","0.9119318181818182","false","0","ACAA1","36","0.6571428571428571"
"2.522727272727273","0.06199788583509512","0.39639639639639634","0.6","HUMAN|HGNC=119|UniProtKB=Q15067","Peroxisomal acyl-coenzyme A oxidase 1;ACOX1;PTN002474949;orthologs","PEROXISOMAL ACYL-COENZYME A OXIDASE 1 (PTHR10909:SF250)","oxidoreductase(PC00176)","Homo sapiens","6","5","false","ACOX1","7.666666666666667","0","6","0","0.9365530303030303","false","0","ACOX1","302","0.2839506172839506"
"2.3636363636363638","0.021723044397463007","0.4230769230769231","0.3333333333333333","HUMAN|HGNC=8860|UniProtKB=O00628","Peroxisomal targeting signal 2 receptor;PEX7;PTN002504734;orthologs","PEROXISOMAL TARGETING SIGNAL 2 RECEPTOR (PTHR46027:SF1)",,"Homo sapiens","3","4","false","PEX7","11.0","0","3","0","0.9431818181818182","false","0","PEX7","110","0.41025641025641024"
"2.5454545454545454","0.019538407329105004","0.39285714285714285","0.8","HUMAN|HGNC=5213|UniProtKB=P51659","Peroxisomal multifunctional enzyme type 2;HSD17B4;PTN002490537;orthologs","PEROXISOMAL MULTIFUNCTIONAL ENZYME TYPE 2 (PTHR13078:SF56)",,"Homo sapiens","5","5","false","HSD17B4","9.0","0","5","0","0.9356060606060606","false","0","HSD17B4","172","0.3333333333333333"
"3.3863636363636362","0.001937984496124031","0.2953020134228188","0.7","HUMAN|HGNC=121|UniProtKB=O15254","Peroxisomal acyl-coenzyme A oxidase 3;ACOX3;PTN002474945;orthologs","PEROXISOMAL ACYL-COENZYME A OXIDASE 3 (PTHR10909:SF390)","oxidoreductase(PC00176)","Homo sapiens","5","6","false","ACOX3","4.6","0","5","0","0.9005681818181818","false","0","ACOX3","8","0.6571428571428571"
"2.5454545454545454","0.019538407329105004","0.39285714285714285","0.8","HUMAN|HGNC=11490|UniProtKB=Q9BX26","Synaptonemal complex protein 2;SYCP2;PTN002496324;orthologs","SYNAPTONEMAL COMPLEX PROTEIN 2 (PTHR15607:SF12)","chromatin/chromatin-binding, or -regulatory protein(PC00077)","Homo sapiens","5","5","false","SCP2","9.0","0","5","0","0.9356060606060606","false","0","SCP2","172","0.3333333333333333"
"2.7045454545454546","0.0","0.3697478991596639","0.0","HUMAN|HGNC=15919|UniProtKB=O14734","Acyl-coenzyme A thioesterase 8;ACOT8;PTN002476130;orthologs","ACYL-COENZYME A THIOESTERASE 8 (PTHR11066:SF34)","esterase(PC00097)","Homo sapiens","1","5","false","ACOT8","24.0","0","1","0","0.9289772727272728","false","0","ACOT8","0","0.0"
"1.7272727272727273","0.7738372093023258","0.5789473684210527","0.036231884057971016","HUMAN|HGNC=9719|UniProtKB=P50542","Peroxisomal targeting signal 1 receptor;PEX5;PTN002468263;orthologs","PEROXISOMAL TARGETING SIGNAL 1 RECEPTOR (PTHR10130:SF2)","membrane trafficking regulatory protein(PC00151)","Homo sapiens","24","4","false","PEX5","2.5416666666666665","0","24","0","0.9696969696969697","false","0","PEX5","2882","0.09057971014492754"
"3.477272727272727","0.0","0.28758169934640526","1.0","HUMAN|HGNC=120|UniProtKB=Q99424","Peroxisomal acyl-coenzyme A oxidase 2;ACOX2;PTN002474948;orthologs","PEROXISOMAL ACYL-COENZYME A OXIDASE 2 (PTHR10909:SF344)","oxidoreductase(PC00176)","Homo sapiens","2","6","false","ACOX2","5.5","0","2","0","0.8967803030303031","false","0","ACOX2","0","0.9166666666666666"
"2.6818181818181817","0.0","0.3728813559322034","1.0","HUMAN|HGNC=327|UniProtKB=O00116","Alkyldihydroxyacetonephosphate synthase, peroxisomal;AGPS;PTN002482798;orthologs","ALKYLDIHYDROXYACETONEPHOSPHATE SYNTHASE, PEROXISOMAL (PTHR46568:SF1)",,"Homo sapiens","2","5","false","AGPS","13.0","0","2","0","0.9299242424242425","false","0","AGPS","0","0.5416666666666666"
"2.6818181818181817","0.0","0.3728813559322034","1.0","HUMAN|HGNC=4416|UniProtKB=O15228","Dihydroxyacetone phosphate acyltransferase;GNPAT;PTN002488811;orthologs","DIHYDROXYACETONE PHOSPHATE ACYLTRANSFERASE (PTHR12563:SF17)","acyltransferase(PC00042)","Homo sapiens","2","5","false","GNPAT","13.0","0","2","0","0.9299242424242425","false","0","GNPAT","0","0.5416666666666666"
"2.659090909090909","0.045454545454545456","0.37606837606837606","0.0","HUMAN|HGNC=341|UniProtKB=P21549","Alanine--glyoxylate aminotransferase;AGXT;PTN002501496;orthologs","ALANINE--GLYOXYLATE AMINOTRANSFERASE (PTHR21152:SF40)","transaminase(PC00216)","Homo sapiens","2","5","false","AGXT","12.5","0","2","0","0.930871212121212","false","0","AGXT","140","0.5"
"3.6363636363636362","0.0","0.275","0.0","HUMAN|HGNC=80|UniProtKB=P19801","Amiloride-sensitive amine oxidase [copper-containing];AOC1;PTN002472201;orthologs","AMILORIDE-SENSITIVE AMINE OXIDASE [COPPER-CONTAINING] (PTHR10638:SF3)","oxidase(PC00175)","Homo sapiens","1","6","false","DAO","2.0","0","1","0","0.8901515151515151","false","0","DAO","0","0.0"
"2.6136363636363638","0.08879492600422834","0.38260869565217387","0.3333333333333333","HUMAN|HGNC=13734|UniProtKB=Q6IB77","Glycine N-acyltransferase;GLYAT;PTN002495792;orthologs","GLYCINE N-ACYLTRANSFERASE (PTHR15298:SF9)","acyltransferase(PC00042)","Homo sapiens","3","5","false","CAT","9.333333333333334","0","3","0","0.9327651515151515","false","0","CAT","276","0.36"
"3.5681818181818183","0.0","0.2802547770700637","1.0","HUMAN|HGNC=4809|UniProtKB=Q9UJM8","2-Hydroxyacid oxidase 1;HAO1;PTN002471768;orthologs","2-HYDROXYACID OXIDASE 1 (PTHR10578:SF107)","oxidoreductase(PC00176)","Homo sapiens","2","6","false","HAO1","2.5","0","2","0","0.8929924242424242","false","0","HAO1","0","0.8333333333333334"
"3.5681818181818183","0.0","0.2802547770700637","1.0","HUMAN|HGNC=4810|UniProtKB=Q9NYQ3","2-Hydroxyacid oxidase 2;HAO2;PTN002471763;orthologs","2-HYDROXYACID OXIDASE 2 (PTHR10578:SF149)","oxidoreductase(PC00176)","Homo sapiens","2","6","false","HAO2","2.5","0","2","0","0.8929924242424242","false","0","HAO2","0","0.8333333333333334"
"2.7045454545454546","0.0","0.3697478991596639","0.0",,,,,,"1","5","false","CRAT","24.0","0","1","0","0.9289772727272728","false","0","CRAT","0","0.0"
"2.7045454545454546","0.0","0.3697478991596639","0.0","HUMAN|HGNC=2754|UniProtKB=Q9NUI1","Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing];DECR2;PTN002535078;orthologs","PEROXISOMAL 2,4-DIENOYL-COA REDUCTASE [(3E)-ENOYL-COA-PRODUCING] (PTHR43296:SF2)","reductase(PC00198)","Homo sapiens","1","5","false","DECR2","24.0","0","1","0","0.9289772727272728","false","0","DECR2","0","0.0"
"2.7045454545454546","0.0","0.3697478991596639","0.0","HUMAN|HGNC=16985|UniProtKB=Q9BTZ2","Dehydrogenase_reductase SDR family member 4;DHRS4;PTN002539557;orthologs","DEHYDROGENASE_REDUCTASE SDR FAMILY MEMBER 4-RELATED (PTHR43943:SF8)","dehydrogenase(PC00092)","Homo sapiens","1","5","false","DHRS4","24.0","0","1","0","0.9289772727272728","false","0","DHRS4","0","0.0"
"2.7045454545454546","0.0","0.3697478991596639","0.0","HUMAN|HGNC=3149|UniProtKB=Q13011","Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial;ECH1;PTN002534671;orthologs","DELTA(3,5)-DELTA(2,4)-DIENOYL-COA ISOMERASE, MITOCHONDRIAL (PTHR43149:SF1)","hydratase(PC00120)","Homo sapiens","1","5","false","ECH1","24.0","0","1","0","0.9289772727272728","false","0","ECH1","0","0.0"
"2.6818181818181817","0.0","0.3728813559322034","1.0","HUMAN|HGNC=14601|UniProtKB=O75521","Enoyl-CoA delta isomerase 2;ECI2;PTN002511095;orthologs","ENOYL-COA DELTA ISOMERASE 2 (PTHR43684:SF1)",,"Homo sapiens","2","5","false","ECI2","13.0","0","2","0","0.9299242424242425","false","0","ECI2","0","0.5416666666666666"
"2.6818181818181817","0.0","0.3728813559322034","1.0","HUMAN|HGNC=3247|UniProtKB=Q08426","Peroxisomal bifunctional enzyme;EHHADH;PTN002511081;orthologs","PEROXISOMAL BIFUNCTIONAL ENZYME (PTHR23309:SF49)","dehydrogenase(PC00092)","Homo sapiens","2","5","false","EHHADH","13.0","0","2","0","0.9299242424242425","false","0","EHHADH","0","0.5416666666666666"
"1.0","0.0","1.0","0.0","HUMAN|HGNC=26222|UniProtKB=Q8WVX9","Fatty acyl-CoA reductase 1;FAR1;PTN002475711;orthologs","FATTY ACYL-COA REDUCTASE 1 (PTHR11011:SF119)",,"Homo sapiens","1","1","false","FAR1","1.0","0","1","0","1.0","false","0","FAR1","0","0.0"
"1.0","0.0","1.0","0.0","HUMAN|HGNC=25531|UniProtKB=Q96K12","Fatty acyl-CoA reductase 2;FAR2;PTN002475709;orthologs","FATTY ACYL-COA REDUCTASE 2 (PTHR11011:SF120)",,"Homo sapiens","1","1","false","FAR2","1.0","0","1","0","1.0","false","0","FAR2","0","0.0"
"2.7045454545454546","0.0","0.3697478991596639","0.0","HUMAN|HGNC=16906|UniProtKB=Q9Y2Q3","Glutathione S-transferase kappa 1;GSTK1;PTN002534155;orthologs","GLUTATHIONE S-TRANSFERASE KAPPA 1 (PTHR42943:SF2)","transferase(PC00220)","Homo sapiens","1","5","false","GSTK1","24.0","0","1","0","0.9289772727272728","false","0","GSTK1","0","0.0"
"2.7045454545454546","0.0","0.3697478991596639","0.0","HUMAN|HGNC=17856|UniProtKB=Q9UJ83","2-hydroxyacyl-CoA lyase 1;HACL1;PTN002536211;orthologs","2-HYDROXYACYL-COA LYASE 1 (PTHR43710:SF2)","lyase(PC00144)","Homo sapiens","1","5","false","HACL1","24.0","0","1","0","0.9289772727272728","false","0","HACL1","0","0.0"
"1.0","0.0","1.0","0.0","HUMAN|HGNC=5005|UniProtKB=P35914","Hydroxymethylglutaryl-CoA lyase, mitochondrial;HMGCL;PTN002533605;orthologs","HYDROXYMETHYLGLUTARYL-COA LYASE, MITOCHONDRIAL (PTHR42738:SF1)","lyase(PC00144)","Homo sapiens","1","1","false","HMGCL","1.0","0","1","0","1.0","false","0","HMGCL","0","0.0"
"1.0","0.0","1.0","0.0","HUMAN|HGNC=21359|UniProtKB=Q8TB92","3-hydroxy-3-methylglutaryl-CoA lyase, cytoplasmic;HMGCLL1;PTN002533604;orthologs","3-HYDROXY-3-METHYLGLUTARYL-COA LYASE, CYTOPLASMIC (PTHR42738:SF5)","lyase(PC00144)","Homo sapiens","1","1","false","HMGCLL1","1.0","0","1","0","1.0","false","0","HMGCLL1","0","0.0"
"1.0","0.0","1.0","0.0","HUMAN|HGNC=5382|UniProtKB=O75874","Isocitrate dehydrogenase [NADP] cytoplasmic;IDH1;PTN002483520;orthologs","ISOCITRATE DEHYDROGENASE [NADP] CYTOPLASMIC (PTHR11822:SF28)","dehydrogenase(PC00092)","Homo sapiens","1","1","false","IDH1","1.0","0","1","0","1.0","false","0","IDH1","0","0.0"
"1.0","0.0","1.0","0.0","HUMAN|HGNC=5383|UniProtKB=P48735","Isocitrate dehydrogenase [NADP], mitochondrial;IDH2;PTN002483529;orthologs","ISOCITRATE DEHYDROGENASE [NADP], MITOCHONDRIAL (PTHR11822:SF21)","dehydrogenase(PC00092)","Homo sapiens","1","1","false","IDH2","1.0","0","1","0","1.0","false","0","IDH2","0","0.0"
"1.0","0.0","1.0","1.0","HUMAN|HGNC=7224|UniProtKB=P39210","Protein Mpv17;MPV17;PTN002477780;orthologs","PROTEIN MPV17 (PTHR11266:SF17)","transporter(PC00227)","Homo sapiens","2","1","false","MPV17","2.0","0","2","0","1.0","false","0","MPV17","0","1.0"
"1.0","0.0","1.0","1.0","HUMAN|HGNC=26827|UniProtKB=Q2QL34","Mpv17-like protein;MPV17L;PTN002477779;orthologs","MPV17-LIKE PROTEIN (PTHR11266:SF39)","transporter(PC00227)","Homo sapiens","2","1","false","MPV17L","2.0","0","2","0","1.0","false","0","MPV17L","0","1.0"
"1.0","0.0","1.0","1.0","HUMAN|HGNC=28177|UniProtKB=Q567V2","Mpv17-like protein 2;MPV17L2;PTN002477768;orthologs","MPV17-LIKE PROTEIN 2 (PTHR11266:SF8)","transporter(PC00227)","Homo sapiens","2","1","false","MPV17L2","2.0","0","2","0","1.0","false","0","MPV17L2","0","1.0"
"2.7045454545454546","0.0","0.3697478991596639","0.0","HUMAN|HGNC=18281|UniProtKB=Q9BY49","Peroxisomal trans-2-enoyl-CoA reductase;PECR;PTN002518460;orthologs","PEROXISOMAL TRANS-2-ENOYL-COA REDUCTASE (PTHR24317:SF7)","reductase(PC00198)","Homo sapiens","1","5","false","PECR","24.0","0","1","0","0.9289772727272728","false","0","PECR","0","0.0"
"2.977272727272727","0.0","0.33587786259541985","1.0","HUMAN|HGNC=8850|UniProtKB=O43933","Peroxisomal ATPase PEX1;PEX1;PTN002507726;orthologs","PEROXISOMAL ATPASE PEX1 (PTHR23077:SF12)","primary active transporter(PC00068)","Homo sapiens","3","4","false","PEX1","4.333333333333333","0","3","0","0.9176136363636364","false","0","PEX1","0","0.7222222222222222"
"2.0454545454545454","0.19552501761804084","0.4888888888888889","0.4","HUMAN|HGNC=8856|UniProtKB=O75381","Peroxisomal membrane protein PEX14;PEX14;PTN002507489;orthologs","PEROXISOMAL MEMBRANE PROTEIN PEX14 (PTHR23058:SF0)","primary active transporter(PC00068)","Homo sapiens","6","3","false","PEX14","8.333333333333334","0","6","0","0.9564393939393939","false","0","PEX14","840","0.23148148148148148"
"2.7045454545454546","0.01233262861169838","0.3697478991596639","0.6666666666666666","HUMAN|HGNC=22965|UniProtKB=Q7Z412","Peroxisome assembly protein 26;PEX26;PTN002497325;orthologs","PEROXISOME ASSEMBLY PROTEIN 26 (PTHR16262:SF2)","chaperone(PC00072)","Homo sapiens","4","4","false","PEX26","6.0","0","4","0","0.9289772727272728","false","0","PEX26","48","0.4"
"2.977272727272727","0.0","0.33587786259541985","1.0","HUMAN|HGNC=8859|UniProtKB=Q13608","Peroxisomal ATPase PEX6;PEX6;PTN002507724;orthologs","PEROXISOMAL ATPASE PEX6 (PTHR23077:SF9)","primary active transporter(PC00068)","Homo sapiens","3","4","false","PEX6","4.333333333333333","0","3","0","0.9176136363636364","false","0","PEX6","0","0.7222222222222222"
"2.409090909090909","0.0","0.4150943396226415","1.0","HUMAN|HGNC=8851|UniProtKB=O60683","Peroxisome biogenesis factor 10;PEX10;PTN002511567;orthologs","PEROXISOME BIOGENESIS FACTOR 10 (PTHR23350:SF0)","chaperone(PC00072)","Homo sapiens","3","4","false","PEX10","10.333333333333334","0","3","0","0.9412878787878788","false","0","PEX10","0","0.41333333333333333"
"2.409090909090909","0.0","0.4150943396226415","1.0","HUMAN|HGNC=9717|UniProtKB=P28328","Peroxisome biogenesis factor 2;PEX2;PTN008299008;orthologs","PEROXISOME BIOGENESIS FACTOR 2 (PTHR48178:SF1)",,"Homo sapiens","3","4","false","PEX2","10.333333333333334","0","3","0","0.9412878787878788","false","0","PEX2","0","0.41333333333333333"
"2.1363636363636362","0.11694855532064832","0.46808510638297873","0.5","HUMAN|HGNC=8854|UniProtKB=O00623","Peroxisome assembly protein 12;PEX12;PTN002490037;orthologs","PEROXISOME ASSEMBLY PROTEIN 12 (PTHR12888:SF2)","chaperone(PC00072)","Homo sapiens","4","3","false","PEX12","10.5","0","4","0","0.9526515151515151","false","0","PEX12","620","0.3106060606060606"
"4.2272727272727275","0.0","0.23655913978494622","1.0","HUMAN|HGNC=8852|UniProtKB=O75192","Peroxisomal membrane protein 11A;PEX11A;PTN002489227;orthologs","PEROXISOMAL MEMBRANE PROTEIN 11A (PTHR12652:SF22)",,"Homo sapiens","2","6","false","PEX11A","2.5","0","2","0","0.8655303030303031","false","0","PEX11A","0","0.8333333333333334"
"4.2272727272727275","0.0","0.23655913978494622","1.0","HUMAN|HGNC=20208|UniProtKB=Q96HA9","Peroxisomal membrane protein 11C;PEX11G;PTN002501158;orthologs","PEROXISOMAL MEMBRANE PROTEIN 11C (PTHR20990:SF1)",,"Homo sapiens","2","6","false","PEX11G","2.5","0","2","0","0.8655303030303031","false","0","PEX11G","0","0.8333333333333334"
