"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Column1","Column3","Column4","Column5","Column6","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2.7295081967213113","0.1336861444518136","0.3663663663663664","0.32857142857142857","HUMAN|HGNC=583|UniProtKB=P25054","Adenomatous polyposis coli protein;APC;PTN002489064;orthologs","ADENOMATOUS POLYPOSIS COLI PROTEIN (PTHR12607:SF11)",,"Homo sapiens","21","8","false","APC","13.047619047619047","0","21","0","0.9423497267759563","false","0","APC","19800","0.17396825396825397"
"3.0491803278688523","0.14240550769895202","0.32795698924731187","0.2463768115942029","HUMAN|HGNC=3086|UniProtKB=O14641","Segment polarity protein dishevelled homolog DVL-2;DVL2;PTN002474682;orthologs","SEGMENT POLARITY PROTEIN DISHEVELLED HOMOLOG DVL-2 (PTHR10878:SF8)","scaffold/adaptor protein(PC00226)","Homo sapiens","24","9","false","DVL2","8.875","0","24","0","0.9316939890710382","false","0","DVL2","19092","0.17067307692307693"
"3.0327868852459017","0.01811710435123917","0.32972972972972975","0.5714285714285714","HUMAN|HGNC=12782|UniProtKB=P56703","Proto-oncogene Wnt-3;WNT3;PTN002485948;orthologs","PROTO-ONCOGENE WNT-3 (PTHR12027:SF82)","intercellular signal molecule(PC00207)","Homo sapiens","8","8","false","WNT3","16.125","0","8","0","0.9322404371584699","false","0","WNT3","2708","0.26875"
"3.278688524590164","0.06384022470595026","0.305","0.2948717948717949","HUMAN|HGNC=10899|UniProtKB=P63208","S-phase kinase-associated protein 1;SKP1;PTN002476797;orthologs","S-PHASE KINASE-ASSOCIATED PROTEIN 1 (PTHR11165:SF189)","ubiquitin-protein ligase(PC00234)","Homo sapiens","13","8","false","SKP1","8.692307692307692","0","13","0","0.9240437158469945","false","0","SKP1","6768","0.21346153846153845"
"2.8278688524590163","0.15006030323150146","0.3536231884057971","0.22631578947368422","HUMAN|HGNC=6698|UniProtKB=O75581","Low-density lipoprotein receptor-related protein 6;LRP6;PTN002541533;orthologs","LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 6 (PTHR46513:SF40)","transmembrane signal receptor(PC00197)","Homo sapiens","20","8","false","LRP6","9.9","0","20","0","0.9390710382513662","false","0","LRP6","18106","0.1546875"
"2.8278688524590163","0.15006030323150146","0.3536231884057971","0.22631578947368422","HUMAN|HGNC=6697|UniProtKB=O75197","Low-density lipoprotein receptor-related protein 5;LRP5;PTN002541529;orthologs","LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 5 (PTHR46513:SF16)","transmembrane signal receptor(PC00197)","Homo sapiens","20","8","false","LRP5","9.9","0","20","0","0.9390710382513662","false","0","LRP5","18106","0.1546875"
"3.3852459016393444","0.01735712816189715","0.29539951573849876","0.4","HUMAN|HGNC=2494|UniProtKB=Q13363","C-terminal-binding protein 1;CTBP1;PTN002475529;orthologs","C-TERMINAL-BINDING PROTEIN 1 (PTHR46029:SF2)","transcription cofactor(PC00217)","Homo sapiens","5","8","false","CTBP1","14.4","0","5","0","0.9204918032786885","false","0","CTBP1","1154","0.3736842105263158"
"3.0245901639344264","0.05297010676190317","0.3306233062330623","0.5","HUMAN|HGNC=19989|UniProtKB=Q9UJX6","Anaphase-promoting complex subunit 2;ANAPC2;PTN002484879;orthologs","ANAPHASE-PROMOTING COMPLEX SUBUNIT 2 (PTHR45957:SF1)",,"Homo sapiens","12","8","false","APC2","16.0","0","12","0","0.9325136612021858","false","0","APC2","9028","0.26229508196721313"
"3.6311475409836067","0.0","0.27539503386004516","1.0","HUMAN|HGNC=29529|UniProtKB=Q9BZK7","F-box-like_WD repeat-containing protein TBL1XR1;TBL1XR1;PTN002504479;orthologs","F-BOX-LIKE_WD REPEAT-CONTAINING PROTEIN TBL1XR1 (PTHR22846:SF40)",,"Homo sapiens","5","9","false","TBL1XR1","11.2","0","5","0","0.9122950819672132","false","0","TBL1XR1","0","0.4307692307692308"
"3.180327868852459","0.07821461133083595","0.31443298969072164","0.2857142857142857","HUMAN|HGNC=3087|UniProtKB=Q92997","Segment polarity protein dishevelled homolog DVL-3;DVL3;PTN002474683;orthologs","SEGMENT POLARITY PROTEIN DISHEVELLED HOMOLOG DVL-3 (PTHR10878:SF6)","scaffold/adaptor protein(PC00226)","Homo sapiens","22","9","false","DVL3","9.090909090909092","0","22","0","0.9273224043715848","false","0","DVL3","13588","0.19342359767891681"
"3.6311475409836067","0.0","0.27539503386004516","1.0","HUMAN|HGNC=11585|UniProtKB=O60907","F-box-like_WD repeat-containing protein TBL1X;TBL1X;PTN002504478;orthologs","F-BOX-LIKE_WD REPEAT-CONTAINING PROTEIN TBL1X (PTHR22846:SF52)",,"Homo sapiens","5","9","false","TBL1X","11.2","0","5","0","0.9122950819672132","false","0","TBL1X","0","0.4307692307692308"
"3.2704918032786887","0.0015116764642574157","0.3057644110275689","0.8214285714285714","HUMAN|HGNC=30423|UniProtKB=Q9HB71","Calcyclin-binding protein;CACYBP;PTN002491023;orthologs","CALCYCLIN-BINDING PROTEIN (PTHR13164:SF3)","ubiquitin-protein ligase(PC00234)","Homo sapiens","8","8","false","CACYBP","15.0","0","8","0","0.9243169398907104","false","0","CACYBP","162","0.32608695652173914"
